Hash,Name,Item Type Display Name,Icon
2665314006,Profondeur impériale,Mod d'armure obsolète,/common/destiny2_content/icons/bac622a66416ebb9598d710dacd38b0c.png
784492908,Armement de la Ruche,Mod d'armure obsolète,/common/destiny2_content/icons/bac622a66416ebb9598d710dacd38b0c.png
2249025553,Vivification de la Ruche,Mod d'armure obsolète,/common/destiny2_content/icons/bac622a66416ebb9598d710dacd38b0c.png
3888848980,Barrière de la Ruche,Mod d'armure obsolète,/common/destiny2_content/icons/bac622a66416ebb9598d710dacd38b0c.png
3425422485,Remploi de la Ruche,Mod d'armure obsolète,/common/destiny2_content/icons/bac622a66416ebb9598d710dacd38b0c.png
3295796664,Mobilité salvatrice,Intrinsèque,/common/destiny2_content/icons/3e0c0449da436384126e4cf4d3410086.png
235075862,Frappe du faucon,Intrinsèque,/common/destiny2_content/icons/7713596356b90eec06db4b7c50523685.png
4102900702,Jet de venin,Intrinsèque,/common/destiny2_content/icons/896118bfa352e5f2d4990c1ea822140a.png
3211076406,Acier bleui,Ornement de Chasseur,/common/destiny2_content/icons/2c1fb8e282e9df6457a992c0b4ecb3bf.jpg
2783100859,Reine cobra,Ornement de Chasseur,/common/destiny2_content/icons/96791d36598420f03d04fca6d9c6575e.jpg
3105540650,~contracter optimiser dupliquer~,Ornement de Titan,/common/destiny2_content/icons/5519ba8a2833bf30e521273341120a9e.jpg
1011994721,Jiān,Ornement de Titan,/common/destiny2_content/icons/d8a581c6be2d3173f5ac0dc46bbb3381.jpg
1984736607,Caducée,Ornement d'Arcaniste,/common/destiny2_content/icons/cb2bf5e39f7d80ea52920dc3d19dca8b.jpg
2986573526,Stabilisateur électromagnétique,Ornement d'Arcaniste,/common/destiny2_content/icons/9accfa77861d9ef44f4eb2ffae5c2ab5.jpg
834178986,Lueur d'armure cryo-électrique,Lueur pour casque,/common/destiny2_content/icons/e23376e805ab1304a7c4cb2eea9b0afd.jpg
839740147,Lueur d'armure cryo-électrique,Lueur pour gantelets,/common/destiny2_content/icons/cb1f6f9f8804fc053a6c9d6fd7c995a9.jpg
577345565,Lueur d'armure cryo-électrique,Lueur pour armure de torse,/common/destiny2_content/icons/ddf7d6acd95a109b8ebdf11115093e49.jpg
574694085,Lueur d'armure cryo-électrique,Lueur pour armures de jambes,/common/destiny2_content/icons/9ef358f5fc7af9cd792815f8a5112bab.jpg
2039333456,Lueur d'armure cryo-électrique,Lueur pour objet de classe,/common/destiny2_content/icons/57a119ea8eb4fe1fc3cd5b5df738257a.jpg
60802325,Lueur d'armure solaire,Lueur pour casque,/common/destiny2_content/icons/f80d61b71472fecbcab3bce63a564e72.jpg
3031612900,Lueur d'armure solaire,Lueur pour gantelets,/common/destiny2_content/icons/a8c7f3c5cd74ba7427f5521ed67f6fd6.jpg
2449203932,Lueur d'armure solaire,Lueur pour armure de torse,/common/destiny2_content/icons/19944f1120742fe3a15166bab5a4c045.jpg
242730894,Lueur d'armure solaire,Lueur pour armures de jambes,/common/destiny2_content/icons/89f6448e3c1428bf734aeeff9454e3d7.jpg
3735037521,Lueur d'armure solaire,Lueur pour objet de classe,/common/destiny2_content/icons/b943cbef65e803840ee717adeaaba14c.jpg
558870048,Lueur d'armure abyssale,Lueur pour casque,/common/destiny2_content/icons/c4784c3138760c7f29f054ce10e73737.jpg
2419910641,Lueur d'armure abyssale,Lueur pour gantelets,/common/destiny2_content/icons/07c6b282afa2c6c9c0189b42bd4eff5e.jpg
2552954151,Lueur d'armure abyssale,Lueur pour armure de torse,/common/destiny2_content/icons/50fa3fed07ec59c986d8c4f769484846.jpg
2251060291,Lueur d'armure abyssale,Lueur pour armures de jambes,/common/destiny2_content/icons/8e0d4d295e0061473ea01cc250a1ffa5.jpg
3692806198,Lueur d'armure abyssale,Lueur pour objet de classe,/common/destiny2_content/icons/3bf9463fa3716abcf4ecfd1ab27cb298.jpg
3807544519,Supprimer la lueur d'armure,Par défaut,/common/destiny2_content/icons/70a1eb72b9bc97dc0ad2d66ef9c16d47.png
1858216083,Paperasse,Interaction,/common/destiny2_content/icons/acacecbd5d668ad6da5242e9ad4064d9.jpg
4009267290,Consulter les archives,Interaction,/common/destiny2_content/icons/553098ad35283c85c51e50bce6441e7d.jpg
2231816495,Miroir miroir,Interaction,/common/destiny2_content/icons/a3794cf6feabce9c5925db522eca32b3.jpg
4114677048,Inspirer,Interaction,/common/destiny2_content/icons/631884a4c781a1567fe6feb0de4f2517.jpg
377681571,Trésor enfoui,Interaction,/common/destiny2_content/icons/2b7fb27e0a1314b9f99754d5f3d78246.jpg
2931525672,Sabrage,Interaction,/common/destiny2_content/icons/f378f72a686f235b451a864eafb83155.jpg
1849697741,Faute,Interaction,/common/destiny2_content/icons/f7e262f4db2332aedbe1db0f8c4cd664.jpg
908677920,Assise classieuse,Interaction,/common/destiny2_content/icons/aefab88fe88f33b15e9fbe3c9376e458.jpg
1081767429,Alliance,Interaction multijoueur,/common/destiny2_content/icons/76be5f2e32a30d3eeb39c811bd80797a.jpg
28833378,Électricité statique,Interaction multijoueur,/common/destiny2_content/icons/9bfa265982c67f11cf9d5dcd224766f3.jpg
854833035,Câlin rapide,Interaction multijoueur,/common/destiny2_content/icons/556f67f30a41b7cb92a9bd5dbd747479.jpg
1324309776,Découragement,Interaction multijoueur,/common/destiny2_content/icons/69f2d842bdfb302a9a8a224b0975e6d7.jpg
319183094,Pause méditative,Interaction,/common/destiny2_content/icons/b52a30420ce16ff2940c3a58d44e7c39.jpg
4096637925,Poignée de main ridicule,Interaction multijoueur,/common/destiny2_content/icons/75cdd88cb6b160ce1191aa372a6a0815.jpg
403465735,Coup de poignet,Interaction,/common/destiny2_content/icons/31f9ebef0f43c7a2de0ae599dcc061b5.jpg
1482931023,Déhanché,Interaction multijoueur,/common/destiny2_content/icons/b27b440507c6bb1532899c28d58d2986.jpg
1668956766,Rire aux éclats,Interaction,/common/destiny2_content/icons/b65d6f0a2a686b975848d0f9260e6ada.jpg
2070010145,Mais vous,Interaction,/common/destiny2_content/icons/1de012bd0ed7917e16df39f47edbd946.jpg
4189539716,Partez devant,Interaction,/common/destiny2_content/icons/bb0f309939991b34c1f25f2c5970d1f1.jpg
4179243516,Temps mort,Interaction,/common/destiny2_content/icons/0993e247fcc61a7510a105436f7cc627.jpg
1295682251,Projection Bête impériale,Projection de Spectre,/common/destiny2_content/icons/ea77f38804dfc5371f606cfff7239e2d.jpg
1295682250,Projection Coupe,Projection de Spectre,/common/destiny2_content/icons/be8ae771300a986a47df479764ae9457.jpg
1295682249,Projection Couronne du malheur,Projection de Spectre,/common/destiny2_content/icons/1128a8299d1a22ac76fada897669361c.jpg
1295682248,Projection Empereur Calus,Projection de Spectre,/common/destiny2_content/icons/9c8940ae5ef87ddd9af2725047366d14.jpg
1295682255,Projection Chapeau osé,Projection de Spectre,/common/destiny2_content/icons/461cb015cd97bc957eb66e8ae20cd833.jpg
3527564900,Projection Haches impériales,Projection de Spectre,/common/destiny2_content/icons/07196f90d48d747cbb5239af769555cc.jpg
3527564901,Projection Vaisseau de déploiement,Projection de Spectre,/common/destiny2_content/icons/f94021089cf0fa8df6dff43b123e2451.jpg
3527564902,Projection Patte bestiale,Projection de Spectre,/common/destiny2_content/icons/6b26d28c8896e1f0be94a1ffc64c5cf0.jpg
3527564903,Projection Coffre au trésor,Projection de Spectre,/common/destiny2_content/icons/16bc90d69c6d4cdaa97e217db17174cb.jpg
3527564896,Projection Salacot,Projection de Spectre,/common/destiny2_content/icons/dacf3ea3fa165776fbb0c97ab60d9fb1.jpg
3527564897,Projection Carte au trésor,Projection de Spectre,/common/destiny2_content/icons/997cdb2bfc86b1e6660249aa96227ddb.jpg
3631905978,Projection Triomphante,Projection de Spectre,/common/destiny2_content/icons/8a66761b65e61523cbef37e2bc1c8884.jpg
3631905979,Projection Trésor enfoui,Projection de Spectre,/common/destiny2_content/icons/be1c75cd70e9baf6444acc5a679d55ae.jpg
2325283039,Projection Lunettes de soleil,Projection de Spectre,/common/destiny2_content/icons/3fe9147487bceb9299fffb650b52f372.jpg
2325283038,Projection Palmier,Projection de Spectre,/common/destiny2_content/icons/de2ff07d440af79537ed424d62c4c294.jpg
2325283037,Projection Crabe,Projection de Spectre,/common/destiny2_content/icons/6c55361b79f39c2c9ebd60d9bce46488.jpg
2325283036,Projection Ballon de plage,Projection de Spectre,/common/destiny2_content/icons/43ee3218dc9823299a13f291f9ed15c9.jpg
515071965,Effets lame noire,Effet de téléportation,/common/destiny2_content/icons/84b9b0c8ae0d1be474a19b37c25e7301.jpg
515071964,Effets surnaturels,Effet de téléportation,/common/destiny2_content/icons/6845e0ce5e3c9de2cea2e6a383e8226b.jpg
515071967,Effets Minotaure,Effet de téléportation,/common/destiny2_content/icons/4397c7eff0751bdcd6eb17b5bde93bb1.jpg
515071966,Effets coffre,Effet de téléportation,/common/destiny2_content/icons/4d8fdef17e699c3eef2cf0f759a4a723.jpg
515071961,Effets tigre,Effet de téléportation,/common/destiny2_content/icons/96ded80e4e702e8e39e160c3bc84e027.jpg
2957044930,Effets ballon de plage,Effet de téléportation,/common/destiny2_content/icons/3a5fd4ce66b913924331915466bf7194.jpg
2957044931,Effets château de sable,Effet de téléportation,/common/destiny2_content/icons/4537fe59eece42eb9bdfe5a85647adb7.jpg
2271572658,Catalyseur de Lumina,NoData,/common/destiny2_content/icons/f1144dc4e0d95d87d63ecedc4d31c84c.jpg
3759764174,NoData,NoData,/common/destiny2_content/icons/564c4604b7e78e78bf126359b91990e5.jpg
1324340508,Catalyseur de Poupée vaudou,NoData,/common/destiny2_content/icons/379a2872be1dc01faf4cae20508fe8bf.jpg
726894353,NoData,NoData,/common/destiny2_content/icons/564c4604b7e78e78bf126359b91990e5.jpg
3414324643,Gambit de l'archer,Particularité,/common/destiny2_content/icons/3564fd36f6fabba7557de4df20e00cb3.png
2662236651,Gambit de l'archer,Attribut amélioré,/common/destiny2_content/icons/3564fd36f6fabba7557de4df20e00cb3.png
743139589,Bénédiction du ciel,Particularité,/common/destiny2_content/icons/7536a5a94887c6ad71566995fce98081.png
3351002503,Appétit sans fond,Particularité,/common/destiny2_content/icons/f9aaabe3b023a7bd5a9a7f318948b18a.png
699525795,Œil de la tempête,Particularité,/common/destiny2_content/icons/8f4755f9068959b26b8829641e5725ad.png
3719974635,Œil de la tempête,Attribut amélioré,/common/destiny2_content/icons/8f4755f9068959b26b8829641e5725ad.png
2911329003,Grenades et fers à cheval,Particularité,/common/destiny2_content/icons/384717724864a3665c401fd3c4ca2a95.png
2866798147,Sans distractions,Particularité,/common/destiny2_content/icons/3f6534e7fd934e0ecfeb1cac9da9c97f.png
3974407819,Sans distractions,Attribut amélioré,/common/destiny2_content/icons/3f6534e7fd934e0ecfeb1cac9da9c97f.png
3194351027,Lumière explosive,Particularité,/common/destiny2_content/icons/a19132880fae832711f474218e791d21.png
2275087323,Lumière explosive,Attribut amélioré,/common/destiny2_content/icons/a19132880fae832711f474218e791d21.png
136456835,Revers de fortune,Particularité,/common/destiny2_content/icons/3621d640b7e9574264f960cbd9aef5bf.png
3016987351,Contre-attaque,Particularité,/common/destiny2_content/icons/3a96a1a06bfeab461fd03b6d9fa9707f.png
1145640183,Contre-attaque,Attribut amélioré,/common/destiny2_content/icons/3a96a1a06bfeab461fd03b6d9fa9707f.png
2030760728,Transfert d'énergie,Particularité,/common/destiny2_content/icons/dd7cb12c5aa30d4027c04be8c66f67e2.png
2856365672,Transfert d'énergie,Attribut amélioré,/common/destiny2_content/icons/dd7cb12c5aa30d4027c04be8c66f67e2.png
205890336,Surveillance cardiaque,Particularité,/common/destiny2_content/icons/64642b7455e88ffde77be53ce7cb7c05.png
320071920,Surveillance cardiaque,Attribut amélioré,/common/destiny2_content/icons/64642b7455e88ffde77be53ce7cb7c05.png
1546637391,Arme vorpale,Particularité,/common/destiny2_content/icons/bc5130b227ee577f2678ec2d2c97bf4a.png
3418165135,Arme vorpale,Attribut amélioré,/common/destiny2_content/icons/bc5130b227ee577f2678ec2d2c97bf4a.png
2491817779,Prototype de tête chercheuse,Intrinsèque,/common/destiny2_content/icons/d6ab4dfeca0531e5494aed4cc2d76c2c.png
2144092201,Balles nobles,Intrinsèque,/common/destiny2_content/icons/5c1af0c657be0ac24877564c3dbcdaa2.png
2540536653,Bête vorace,Intrinsèque,/common/destiny2_content/icons/b948a2cbfdadce05ba0abfea7ccc61bc.png
4004944400,Malédictions,Intrinsèque,/common/destiny2_content/icons/245f00fb74778c09573f9638fb42f3c0.png
2189829540,Armature adaptative,Intrinsèque,/common/destiny2_content/icons/967fb4abc6ab98f74639d6c08e5f56ee.png
1282254042,Ensemble à jamais,Intrinsèque,/common/destiny2_content/icons/ac2d4bc57f95c31467ac3e8155e0ea20.png
1241894699,Ensemble à jamais,Intrinsèque amélioré,/common/destiny2_content/icons/ac2d4bc57f95c31467ac3e8155e0ea20.png
2826720951,Ensemble à jamais,Intrinsèque amélioré,/common/destiny2_content/icons/ac2d4bc57f95c31467ac3e8155e0ea20.png
1300107783,Ensemble à jamais,Intrinsèque amélioré,/common/destiny2_content/icons/ac2d4bc57f95c31467ac3e8155e0ea20.png
3513901081,Ensemble à jamais,Intrinsèque amélioré,/common/destiny2_content/icons/ac2d4bc57f95c31467ac3e8155e0ea20.png
2213377102,Synergie MIDA,Intrinsèque,/common/destiny2_content/icons/d8d316f540b241ebab16b4c9a6e73d18.png
1057935015,Synergie MIDA,Intrinsèque amélioré,/common/destiny2_content/icons/d8d316f540b241ebab16b4c9a6e73d18.png
2670025099,Synergie MIDA,Intrinsèque amélioré,/common/destiny2_content/icons/d8d316f540b241ebab16b4c9a6e73d18.png
1891876363,Synergie MIDA,Intrinsèque amélioré,/common/destiny2_content/icons/d8d316f540b241ebab16b4c9a6e73d18.png
2470575005,Synergie MIDA,Intrinsèque amélioré,/common/destiny2_content/icons/d8d316f540b241ebab16b4c9a6e73d18.png
2467967826,Compensateur à compartiments,Canon,/common/destiny2_content/icons/0b451cbccc7f11f6aec9c153e59474cb.png
2635532173,Munitions de précision,Chargeur,/common/destiny2_content/icons/d85024478504205359c7fb52dbc4f6b6.png
1528281896,Hors-la-loi,Particularité,/common/destiny2_content/icons/382df469a091c33e190ee583b64923e8.png
2078097559,Poignée en polymère,Poignée,/common/destiny2_content/icons/c7111f59ce527eefed89ea29359b2960.png
2325217837,Revêtement d'origine,Par défaut,/common/destiny2_content/icons/96831e244728f0350340bb7d5d05b463.png
144338558,Emplacement de mod vide,Mod d'arme,/common/destiny2_content/icons/431cc8304da4f5eb44c5c10a5c1866ce.jpg
199695019,Arme de palier 1,NoData,/common/destiny2_content/icons/95af3923bdbdf11438504ddeb498afe8.jpg
2182432903,Bien mal acquis,Ornement d'arme,/common/destiny2_content/icons/6e62c18e4632b15305c130f3270f3040.jpg
3763220133,Terres désolées,Ornement d'arme,/common/destiny2_content/icons/030d6cd507bcd1fa0686d28b446dab92.jpg
1541998888,Mélodie lucide,Ornement d'arme,/common/destiny2_content/icons/74d755952753f83f4fb7a2397c1f6805.jpg
1321987864,Rêve d'un monde nouveau,Ornement d'arme,/common/destiny2_content/icons/ea1272a565a3acac47293d760da435fe.jpg
2257492093,Baïkonour,Ornement d'arme,/common/destiny2_content/icons/9f130f4df007bfe03ceb4c878cf5038a.jpg
343223696,Vorace,Ornement d'arme,/common/destiny2_content/icons/a18adf4bd6ef20fd9ebe5549bbf78029.jpg
3807808621,Opérations numériques,Ornement d'arme,/common/destiny2_content/icons/9f2dab57508d9772940a4e425042d731.jpg
1904833599,Ronin,Ornement d'arme,/common/destiny2_content/icons/2a81e0bd9e5782ce8387210adbd5e554.jpg
2404516638,Cyberintellect,Ornement d'arme,/common/destiny2_content/icons/5cde2e6dab548796ffc18a82d4e10e6c.jpg
3838841051,Ultraviolet,Ornement d'arme,/common/destiny2_content/icons/fcb229affa2f129328cf309f493312b9.jpg
12695375,Magie bestiale,Ornement d'arme,/common/destiny2_content/icons/e841b8431c4015056168589cfa217d8c.jpg
12695374,Décret d'Aurélien,Ornement d'arme,/common/destiny2_content/icons/54207ebaabc4ec87f7da35e3c689bc8c.jpg
1069601252,Montrer à l'aveugle,Ornement d'arme,/common/destiny2_content/icons/9512ecdb9304e63d9b5f620324db55e3.jpg
77772312,Rassembler les esseulés,Ornement d'arme,/common/destiny2_content/icons/dc61a42f7c2e37b6eda667a9ff0f1254.jpg
1546315793,Dire au sourd,Ornement d'arme,/common/destiny2_content/icons/5f0cc180b1cf0fa808bc950e8659ee0a.jpg
2533050120,Nourrir le mendiant,Ornement d'arme,/common/destiny2_content/icons/d9066cdba9e8c7bc44a720b93d05b88f.jpg
3967294031,Aimer les délaissés,Ornement d'arme,/common/destiny2_content/icons/6be94e7ebe12905dcab4a75c9e0a2175.jpg
3199440990,Colas mon p'tit frère,Ornement d'arme,/common/destiny2_content/icons/16683a163464df246d342a4e6f60f34e.jpg
4017323452,Soigner l'oiseau blessé,Ornement d'arme,/common/destiny2_content/icons/e39b5c521bf880b7c928f2e49d69aea2.jpg
403561732,Armer ceux sans défense,Ornement d'arme,/common/destiny2_content/icons/5927a1f48090c7ce570d30c28e610bd0.jpg
3473397300,Roi à chaque recoin,Ornement d'arme,/common/destiny2_content/icons/f009c36d9231f616d217660cce3af574.jpg
2512537661,Métamorphe,Ornement d'arme,/common/destiny2_content/icons/b1bf60d3fc859e011c27c771c4e56ea9.jpg
4124357815,L'Épicurien,Fusil à fusion,/common/destiny2_content/icons/309be60672ad05a6feaf055fd6e9e6ab.jpg
2429822977,Fauconnier,Revolver,/common/destiny2_content/icons/e905d8c17ef5ead5c6f9cd107b4b6f09.jpg
2429822976,Rose,Revolver,/common/destiny2_content/icons/366deccf84567372b87fd9086b1d7de6.jpg
1642384931,Dé pipé,Mitrailleuse,/common/destiny2_content/icons/2f976faa5043ea86212e079c84ff6683.jpg
2919334548,Décret impérial,Fusil à pompe,/common/destiny2_content/icons/21f52e673f504d0b265c7bd5e6c8c99e.jpg
79075821,Drang (Baroque),Pistolet,/common/destiny2_content/icons/de656b2650a89628bf4a1d959f1cf72c.jpg
174192097,Outil polyvalent CALUS,Pistolet-mitrailleur,/common/destiny2_content/icons/40909558f2b45d65917eb0c9e245f403.jpg
4190932264,Bien-aimé,Fusil de précision,/common/destiny2_content/icons/0458b8ce93e3fffe362514275dd395ef.jpg
569799275,Défense dorée,Épée,/common/destiny2_content/icons/8735d9b7b4ca360356b704a752b3efb5.jpg
569799274,Rasoir de la mort,Épée,/common/destiny2_content/icons/8b97dae4f5ae0e71b6271adfd478b8d7.jpg
569799273,Fendoir de trône,Épée,/common/destiny2_content/icons/2c551c6b35d38608c0b6287e1ebe1ec0.jpg
1286686760,Bras droit de Gahlran,Fusil automatique,/common/destiny2_content/icons/25114e19e04692005e46509e6055cc48.jpg
1496419775,Fléau du malheur,Mitrailleuse,/common/destiny2_content/icons/fd47d816b0142673c275a716c7c0ad1e.jpg
2338088853,Noblesse Calusea,Fusil d'éclaireur,/common/destiny2_content/icons/6e582dd0d6c845dc49739a0d4a76b5cb.jpg
3861448240,Courtoisie de l'Empereur,Fusil à pompe,/common/destiny2_content/icons/180d93d2e77bf57dc92b6411cc789c9b.jpg
1584643826,Chut,Arc de combat,/common/destiny2_content/icons/a89d50bc5df2f7da55acd9129e61c858.jpg
578459533,Wendigo GL3,Lance-grenades,/common/destiny2_content/icons/ea58639eccd7c43ba15ced86b9ad30c2.jpg
654608616,Révocateur,Fusil de précision,/common/destiny2_content/icons/0fd6fe69c154d29d1eab5f5c0a45974a.jpg
2326716489,Hache de Gunnora,Fusil à pompe,/common/destiny2_content/icons/ec0548e4ff56d3a0a4f56cca01ad2e24.jpg
136525518,Sphère étincelante,Lance-roquettes,/common/destiny2_content/icons/429dc77e08df8912a5e0e7826882f1f3.jpg
2816212794,Poupée vaudou,Fusil à impulsion,/common/destiny2_content/icons/a7cc8a658f8196f13cdde9d72ca9945d.jpg
1201830623,Vérité,Lance-roquettes,/common/destiny2_content/icons/b5021df721b66b6ab71e73b23e7b5392.jpg
3512014804,Lumina,Revolver,/common/destiny2_content/icons/65735eb5048ba941145e35224014e479.jpg
3110698812,Tarrabah,Pistolet-mitrailleur,/common/destiny2_content/icons/88ea7e35e14f29c4cda6588cb258333b.jpg
3841416154,Dorure sombre,Revêtement,/common/destiny2_content/icons/355385de3bac8fc5f0ee82de6329ac80.jpg
3841416155,Charbon ardent,Revêtement,/common/destiny2_content/icons/a3e4ac33043871a9f7eaa103220b32f0.jpg
3841416152,Empire doré,Revêtement,/common/destiny2_content/icons/643813778e3ac908bf505e14c2921199.jpg
3841416153,Feuille dorée,Revêtement,/common/destiny2_content/icons/8ce2042ae2ab3649d15b241e60cdac0a.jpg
2027598066,Opulence impériale,Revêtement,/common/destiny2_content/icons/0b24b8f75b789fee9062318b089bcf81.jpg
2027598067,Robe impériale,Revêtement,/common/destiny2_content/icons/26a6278b49dd8fb2095a2ecbca94bb3c.jpg
2224920149,Acier du Gambit,Revêtement,/common/destiny2_content/icons/fc83a68d9f87ecb0486d4fbb2edfd678.jpg
2224920148,Fripouille du Gambit,Revêtement,/common/destiny2_content/icons/bf26ec15b30c1172d97d72620faa6a03.jpg
1448664466,Os de Fer,Revêtement,/common/destiny2_content/icons/3f28e85410bf85cf2381afe2c49a5db6.jpg
1448664467,Or de Fer,Revêtement,/common/destiny2_content/icons/e259efa0e7271b00eccd813a45288418.jpg
1363705635,Daim côtier,Revêtement,/common/destiny2_content/icons/02376e0313e480b225ff2cde588a5596.jpg
1363705634,Voile améthyste,Revêtement,/common/destiny2_content/icons/0ecb8e579737c669b6a562b3f3be2e22.jpg
1363705633,Éclat atmosphérique,Revêtement,/common/destiny2_content/icons/925f856a8549e246155fc1cba5cc345b.jpg
1363705632,Point du jour,Revêtement,/common/destiny2_content/icons/a047efa5345d44391f07ef31fb603101.jpg
1363705639,Accueil royal,Revêtement,/common/destiny2_content/icons/e520a143e114c1ca8eb5a3c8f105fadf.jpg
4173467416,Brillant mandarine,Revêtement,/common/destiny2_content/icons/651a1bcabf8b677097b04cc506b6033c.jpg
4173467417,Brillant grenade,Revêtement,/common/destiny2_content/icons/ce0d8ec4613ac4c46c61eb1ad9fd1b03.jpg
3928440584,Carmin de l'Épreuve,Revêtement,/common/destiny2_content/icons/94ba7ab8c9e0d0228a85350eff014527.jpg
3928440585,Veste rouge de l'Épreuve,Revêtement,/common/destiny2_content/icons/8404a2cb7a652c9a2bcf464bf5d89e04.jpg
2523776413,Acier de l'Avant-garde,Revêtement,/common/destiny2_content/icons/64ba40693c87642e71ecb93b54755dcf.jpg
2523776412,Acier poli de l'Avant-garde,Revêtement,/common/destiny2_content/icons/d7889b63362f70fd703bb3a99780bb78.jpg
1661191194,Le Hall des délices,Emblème,/common/destiny2_content/icons/2a397688c80c420e3f6ec2a690946c02.jpg
1661191195,La Ménagerie impériale,Emblème,/common/destiny2_content/icons/4d77a7b70bcb85e8087286ebf35accd0.jpg
1661191192,Le Hall des Tributs,Emblème,/common/destiny2_content/icons/5f02022160ec489f241d8d1110b97a9f.jpg
1661191193,Couronne du malheur,Emblème,/common/destiny2_content/icons/75d4d1578bce1bb04def8c498f6508bf.jpg
1661191198,Lourde est la couronne,Emblème,/common/destiny2_content/icons/47be45970780f576ae0aa7e0cd4593f2.jpg
1661191199,Loup grisonnant,Emblème,/common/destiny2_content/icons/6a04492c45cff67ed02e40af628ff226.jpg
1661191196,Moments de Triomphe 2019,Emblème,/common/destiny2_content/icons/c567e1d8d96e17f609e3ee0a0a09e3fa.jpg
1661191197,Mépris des paillettes,Emblème,/common/destiny2_content/icons/586e68997814a7e79f63b92c2a654711.jpg
1661191186,Mépris de l'or,Emblème,/common/destiny2_content/icons/df7a4a7fa0c9f1d5abf92d15dd1ffbf1.jpg
1661191187,Méfiance à l'égard des cadeaux,Emblème,/common/destiny2_content/icons/58799964f9c1b6e61f392fd125242b89.jpg
4159550315,La Lune s'agite,Emblème,/common/destiny2_content/icons/3fb410653858f58abcab2577df2c9565.jpg
4159550314,Les Loups furent lâchés,Emblème,/common/destiny2_content/icons/2ae7b363b94bdad64eec052697a0d6bf.jpg
4159550313,Enfer prismatique,Emblème,/common/destiny2_content/icons/141e34d8e723b543067b67458e20533f.jpg
947448544,Coque Ombre de la Terre,Coque de Spectre,/common/destiny2_content/icons/e5d7f6d0433c4204fd76f5209975c1ea.jpg
443190222,Coque module d'atterrissage,Coque de Spectre,/common/destiny2_content/icons/c51e31193cc3c8e4580b6e779b7c08d1.jpg
443190223,Coque intrépide,Coque de Spectre,/common/destiny2_content/icons/fe68303728122db48f2422e5d25c3bd1.jpg
443190220,Coque gyroscopique,Coque de Spectre,/common/destiny2_content/icons/cb35793b7a76ae2689c521c6269c5ce4.jpg
443190221,Coque PS-1,Coque de Spectre,/common/destiny2_content/icons/d64f766c398c9fc39da4bc35499ec461.jpg
443190218,Coque cryo-électrique,Coque de Spectre,/common/destiny2_content/icons/7183e34724b793654dfbdac7c52cd478.jpg
443190219,Coque solaire,Coque de Spectre,/common/destiny2_content/icons/9c8e895b5d2fd8ea3a7340fb8e86d24f.jpg
443190216,Coque abyssale,Coque de Spectre,/common/destiny2_content/icons/17f74e4a1502b69aa7729a60d301ae6a.jpg
443190217,Coque composite,Coque de Spectre,/common/destiny2_content/icons/625f06178896f126ef46ebb297ed6ce1.jpg
537036425,Coque ombrée,Coque de Spectre,/common/destiny2_content/icons/6b52a04679690d542c9382643f9bfa86.jpg
537036424,Coque radieuse,Coque de Spectre,/common/destiny2_content/icons/9bf4ee67fe1555f9bbe0c553f32ce771.jpg
537036427,Coque bouée,Coque de Spectre,/common/destiny2_content/icons/9253d1527e9fcff4cd44d5c42992de4f.jpg
2740148581,Pack de démarrage opulent,Colis,/common/destiny2_content/icons/a0f8f921d47fa55c51cbb002adabc07a.png
2740148580,Pack de Chasseur intrépide,Colis,/common/destiny2_content/icons/b04a07dbeb4c44e2cafe9825a1255642.png
2740148583,Pack de Titan intrépide,Colis,/common/destiny2_content/icons/b04a07dbeb4c44e2cafe9825a1255642.png
2740148582,Pack d'Arcaniste intrépide,Colis,/common/destiny2_content/icons/b04a07dbeb4c44e2cafe9825a1255642.png
4077741327,Pack de lueur d'armure cryo-électrique,Colis,/common/destiny2_content/icons/77a41cc25ba4792f0275c8d238267248.png
4077741324,Pack de lueur d'armure solaire,Colis,/common/destiny2_content/icons/f4b1c00a10931c8d9f842b4e969d7b7b.png
4077741325,Pack de lueur d'armure abyssale,Colis,/common/destiny2_content/icons/8f9a2eb39c8f15b9137e1251394738bf.png
395757647,Obtention d'armure des Réjouissances de Chasseur,Colis,/common/destiny2_content/icons/5bd892393ad02bc5a70605f95cf313e8.png
3392497797,Obtention d'armure des Réjouissances de Titan,Colis,/common/destiny2_content/icons/5bd892393ad02bc5a70605f95cf313e8.png
488787358,Obtention d'armure des Réjouissances d'Arcaniste,Colis,/common/destiny2_content/icons/5bd892393ad02bc5a70605f95cf313e8.png
3310765117,Obtention d'armure des Réjouissances de Chasseur,Colis,/common/destiny2_content/icons/5bd892393ad02bc5a70605f95cf313e8.png
2990637703,Obtention d'armure des Réjouissances de Titan,Colis,/common/destiny2_content/icons/5bd892393ad02bc5a70605f95cf313e8.png
3240087822,Obtention d'armure des Réjouissances d'Arcaniste,Colis,/common/destiny2_content/icons/5bd892393ad02bc5a70605f95cf313e8.png
1764949156,La Première année,Colis,/common/destiny2_content/icons/c90be39c6d91527a6ba944213c8a4983.png
1764949157,Pack Souvenirs,Colis,/common/destiny2_content/icons/18a3302dda654e193a2e7717f9ac14be.png
1764949158,Pack Nostalgie,Colis,/common/destiny2_content/icons/838f75c62ff4bc790a7dda7b3151b441.png
